日期,鉅亨_每日原始總分,鉅亨_左側情緒分類,兆豐_每日原始總分,兆豐_左側情緒分類,PTT_每日原始總分,PTT_左側情緒分類
2021-05-09,6.0,-1.0,,,5,-1
2021-05-10,22.0,-1.0,6.0,-1.0,10,-1
2021-05-11,34.0,-1.0,-3.0,1.0,-2,1
2021-05-12,14.0,-1.0,2.0,-1.0,-11,1
2021-05-13,26.0,-1.0,8.0,-1.0,-5,1
2021-05-14,46.0,-1.0,5.0,-1.0,-7,1
2021-05-15,20.0,-1.0,,,-12,1
2021-05-16,0.0,0.0,,,-12,1
2021-05-17,28.0,-1.0,2.0,-1.0,0,0
2021-05-18,54.0,-1.0,1.0,-1.0,16,-1
2021-05-19,50.0,-1.0,6.0,-1.0,1,-1
2021-05-20,62.0,-1.0,5.0,-1.0,6,-1
2021-05-21,70.0,-1.0,1.0,-1.0,18,-1
2021-05-22,20.0,-1.0,,,6,-1
2021-05-23,22.0,-1.0,,,6,-1
2021-05-24,62.0,-1.0,-1.0,1.0,3,-1
2021-05-25,42.0,-1.0,3.0,-1.0,8,-1
2021-05-26,42.0,-1.0,2.0,-1.0,8,-1
2021-05-27,66.0,-1.0,11.0,-1.0,9,-1
2021-05-28,66.0,-1.0,12.0,-1.0,10,-1
2021-05-29,8.0,-1.0,,,3,-1
2021-05-30,8.0,-1.0,,,7,-1
2021-05-31,30.0,-1.0,11.0,-1.0,-1,1
2021-06-01,64.0,-1.0,12.0,-1.0,-1,1
2021-06-02,66.0,-1.0,0.0,0.0,4,-1
2021-06-03,32.0,-1.0,-1.0,1.0,0,0
2021-06-04,38.0,-1.0,0.0,0.0,2,-1
2021-06-05,32.0,-1.0,,,1,-1
2021-06-06,4.0,-1.0,,,-1,1
2021-06-07,48.0,-1.0,6.0,-1.0,-1,1
2021-06-08,34.0,-1.0,2.0,-1.0,4,-1
2021-06-09,46.0,-1.0,11.0,-1.0,3,-1
2021-06-10,36.0,-1.0,6.0,-1.0,7,-1
2021-06-11,20.0,-1.0,6.0,-1.0,6,-1
2021-06-12,14.0,-1.0,,,8,-1
2021-06-13,6.0,-1.0,,,-1,1
2021-06-14,6.0,-1.0,,,3,-1
2021-06-15,24.0,-1.0,0.0,0.0,8,-1
2021-06-16,-4.0,1.0,0.0,0.0,0,0
2021-06-17,32.0,-1.0,4.0,-1.0,18,-1
2021-06-18,18.0,-1.0,-1.0,1.0,10,-1
2021-06-19,4.0,-1.0,,,5,-1
2021-06-20,2.0,-1.0,,,5,-1
2021-06-21,20.0,-1.0,-1.0,1.0,4,-1
2021-06-22,28.0,-1.0,4.0,-1.0,-3,1
2021-06-23,28.0,-1.0,4.0,-1.0,9,-1
2021-06-24,36.0,-1.0,15.0,-1.0,0,0
2021-06-25,20.0,-1.0,1.0,-1.0,5,-1
2021-06-26,12.0,-1.0,,,3,-1
2021-06-27,0.0,0.0,,,3,-1
2021-06-28,38.0,-1.0,8.0,-1.0,13,-1
2021-06-29,24.0,-1.0,0.0,0.0,7,-1
2021-06-30,44.0,-1.0,6.0,-1.0,13,-1
2021-07-01,36.0,-1.0,0.0,0.0,1,-1
2021-07-02,32.0,-1.0,1.0,-1.0,12,-1
2021-07-03,8.0,-1.0,,,10,-1
2021-07-04,0.0,0.0,,,4,-1
2021-07-05,40.0,-1.0,7.0,-1.0,-1,1
2021-07-06,30.0,-1.0,6.0,-1.0,3,-1
2021-07-07,26.0,-1.0,-3.0,1.0,3,-1
2021-07-08,58.0,-1.0,1.0,-1.0,5,-1
2021-07-09,28.0,-1.0,1.0,-1.0,-12,1
2021-07-10,10.0,-1.0,,,1,-1
2021-07-11,4.0,-1.0,,,2,-1
2021-07-12,46.0,-1.0,10.0,-1.0,12,-1
2021-07-13,20.0,-1.0,-1.0,1.0,2,-1
2021-07-14,28.0,-1.0,3.0,-1.0,13,-1
2021-07-15,44.0,-1.0,4.0,-1.0,17,-1
2021-07-16,12.0,-1.0,0.0,0.0,7,-1
2021-07-17,2.0,-1.0,,,0,0
2021-07-18,6.0,-1.0,,,4,-1
2021-07-19,-12.0,1.0,-4.0,1.0,2,-1
2021-07-20,30.0,-1.0,-6.0,1.0,5,-1
2021-07-21,18.0,-1.0,5.0,-1.0,5,-1
2021-07-22,42.0,-1.0,5.0,-1.0,13,-1
2021-07-23,6.0,-1.0,8.0,-1.0,5,-1
2021-07-24,6.0,-1.0,,,1,-1
2021-07-25,8.0,-1.0,,,18,-1
2021-07-26,2.0,-1.0,5.0,-1.0,1,-1
2021-07-27,42.0,-1.0,3.0,-1.0,3,-1
2021-07-28,50.0,-1.0,-5.0,1.0,7,-1
2021-07-29,66.0,-1.0,9.0,-1.0,12,-1
2021-07-30,32.0,-1.0,8.0,-1.0,2,-1
2021-07-31,16.0,-1.0,,,4,-1
2021-08-01,2.0,-1.0,,,0,0
2021-08-02,32.0,-1.0,3.0,-1.0,6,-1
2021-08-03,28.0,-1.0,1.0,-1.0,11,-1
2021-08-04,36.0,-1.0,6.0,-1.0,2,-1
2021-08-05,30.0,-1.0,7.0,-1.0,2,-1
2021-08-06,24.0,-1.0,11.0,-1.0,12,-1
2021-08-07,0.0,0.0,,,5,-1
2021-08-08,2.0,-1.0,,,3,-1
2021-08-09,20.0,-1.0,4.0,-1.0,3,-1
2021-08-10,4.0,-1.0,6.0,-1.0,0,0
2021-08-11,34.0,-1.0,5.0,-1.0,7,-1
2021-08-12,28.0,-1.0,5.0,-1.0,5,-1
2021-08-13,16.0,-1.0,-1.0,1.0,4,-1
2021-08-14,-4.0,1.0,,,-3,1
2021-08-15,4.0,-1.0,,,0,0
2021-08-16,6.0,-1.0,3.0,-1.0,-2,1
2021-08-17,10.0,-1.0,-1.0,1.0,-1,1
2021-08-18,22.0,-1.0,7.0,-1.0,11,-1
2021-08-19,-12.0,1.0,2.0,-1.0,5,-1
2021-08-20,30.0,-1.0,-5.0,1.0,4,-1
2021-08-21,2.0,-1.0,,,1,-1
2021-08-22,-4.0,1.0,,,3,-1
2021-08-23,30.0,-1.0,2.0,-1.0,6,-1
2021-08-24,48.0,-1.0,0.0,0.0,1,-1
2021-08-25,16.0,-1.0,2.0,-1.0,1,-1
2021-08-26,48.0,-1.0,5.0,-1.0,0,0
2021-08-27,8.0,-1.0,4.0,-1.0,3,-1
2021-08-28,2.0,-1.0,,,0,0
2021-08-29,8.0,-1.0,,,3,-1
2021-08-30,26.0,-1.0,5.0,-1.0,8,-1
2021-08-31,14.0,-1.0,-2.0,1.0,2,-1
2021-09-01,16.0,-1.0,0.0,0.0,0,0
2021-09-02,20.0,-1.0,-4.0,1.0,2,-1
2021-09-03,18.0,-1.0,1.0,-1.0,3,-1
2021-09-04,10.0,-1.0,,,0,0
2021-09-05,0.0,0.0,,,2,-1
2021-09-06,24.0,-1.0,-1.0,1.0,3,-1
2021-09-07,18.0,-1.0,-3.0,1.0,1,-1
2021-09-08,8.0,-1.0,-3.0,1.0,0,0
2021-09-09,14.0,-1.0,1.0,-1.0,6,-1
2021-09-10,36.0,-1.0,0.0,0.0,6,-1
2021-09-11,26.0,-1.0,,,-1,1
2021-09-12,2.0,-1.0,,,3,-1
2021-09-13,12.0,-1.0,3.0,-1.0,4,-1
2021-09-14,22.0,-1.0,3.0,-1.0,3,-1
2021-09-15,0.0,0.0,1.0,-1.0,3,-1
2021-09-16,-6.0,1.0,3.0,-1.0,2,-1
2021-09-17,6.0,-1.0,-1.0,1.0,1,-1
2021-09-18,2.0,-1.0,,,2,-1
2021-09-19,0.0,0.0,,,-1,1
2021-09-20,-8.0,1.0,,,0,0
2021-09-21,-2.0,1.0,,,-2,1
2021-09-22,-4.0,1.0,1.0,-1.0,4,-1
2021-09-23,16.0,-1.0,5.0,-1.0,8,-1
2021-09-24,8.0,-1.0,2.0,-1.0,1,-1
2021-09-25,4.0,-1.0,,,-4,1
2021-09-26,0.0,0.0,,,2,-1
2021-09-27,14.0,-1.0,5.0,-1.0,5,-1
2021-09-28,18.0,-1.0,0.0,0.0,0,0
2021-09-29,0.0,0.0,3.0,-1.0,1,-1
2021-09-30,22.0,-1.0,3.0,-1.0,1,-1
2021-10-01,-28.0,1.0,0.0,0.0,3,-1
2021-10-02,4.0,-1.0,,,4,-1
2021-10-03,10.0,-1.0,,,4,-1
2021-10-04,16.0,-1.0,2.0,-1.0,-2,1
2021-10-05,30.0,-1.0,-2.0,1.0,-3,1
2021-10-06,26.0,-1.0,4.0,-1.0,1,-1
2021-10-07,24.0,-1.0,2.0,-1.0,5,-1
2021-10-08,36.0,-1.0,2.0,-1.0,5,-1
2021-10-09,6.0,-1.0,,,1,-1
2021-10-10,2.0,-1.0,,,-5,1
2021-10-11,2.0,-1.0,,,-9,1
2021-10-12,24.0,-1.0,2.0,-1.0,2,-1
2021-10-13,-2.0,1.0,1.0,-1.0,0,0
2021-10-14,18.0,-1.0,1.0,-1.0,7,-1
2021-10-15,32.0,-1.0,4.0,-1.0,0,0
2021-10-16,6.0,-1.0,,,2,-1
2021-10-17,6.0,-1.0,,,2,-1
2021-10-18,20.0,-1.0,10.0,-1.0,3,-1
2021-10-19,36.0,-1.0,1.0,-1.0,2,-1
2021-10-20,16.0,-1.0,9.0,-1.0,3,-1
2021-10-21,8.0,-1.0,5.0,-1.0,-1,1
2021-10-22,34.0,-1.0,-2.0,1.0,1,-1
2021-10-23,8.0,-1.0,,,0,0
2021-10-24,-2.0,1.0,,,3,-1
2021-10-25,22.0,-1.0,10.0,-1.0,3,-1
2021-10-26,44.0,-1.0,8.0,-1.0,6,-1
2021-10-27,24.0,-1.0,5.0,-1.0,4,-1
2021-10-28,-2.0,1.0,-2.0,1.0,-1,1
2021-10-29,12.0,-1.0,10.0,-1.0,5,-1
2021-10-30,8.0,-1.0,,,-1,1
2021-10-31,4.0,-1.0,,,4,-1
2021-11-01,14.0,-1.0,4.0,-1.0,3,-1
2021-11-02,24.0,-1.0,5.0,-1.0,0,0
2021-11-03,34.0,-1.0,4.0,-1.0,6,-1
2021-11-04,12.0,-1.0,4.0,-1.0,2,-1
2021-11-05,10.0,-1.0,4.0,-1.0,0,0
2021-11-06,6.0,-1.0,,,2,-1
2021-11-07,4.0,-1.0,,,3,-1
2021-11-08,38.0,-1.0,4.0,-1.0,-2,1
2021-11-09,26.0,-1.0,-2.0,1.0,3,-1
2021-11-10,30.0,-1.0,2.0,-1.0,3,-1
2021-11-11,22.0,-1.0,3.0,-1.0,2,-1
2021-11-12,28.0,-1.0,4.0,-1.0,5,-1
2021-11-13,2.0,-1.0,,,2,-1
2021-11-14,6.0,-1.0,,,0,0
2021-11-15,28.0,-1.0,5.0,-1.0,3,-1
2021-11-16,30.0,-1.0,3.0,-1.0,1,-1
2021-11-17,36.0,-1.0,3.0,-1.0,2,-1
2021-11-18,-2.0,1.0,-5.0,1.0,2,-1
2021-11-19,32.0,-1.0,11.0,-1.0,-2,1
2021-11-20,6.0,-1.0,,,4,-1
2021-11-21,6.0,-1.0,,,-1,1
2021-11-22,18.0,-1.0,-1.0,1.0,4,-1
2021-11-23,24.0,-1.0,3.0,-1.0,-1,1
2021-11-24,12.0,-1.0,0.0,0.0,2,-1
2021-11-25,28.0,-1.0,1.0,-1.0,-1,1
2021-11-26,-8.0,1.0,0.0,0.0,0,0
2021-11-27,4.0,-1.0,,,-2,1
2021-11-28,0.0,0.0,,,1,-1
2021-11-29,6.0,-1.0,-5.0,1.0,0,0
2021-11-30,18.0,-1.0,2.0,-1.0,1,-1
2021-12-01,26.0,-1.0,-3.0,1.0,-2,1
2021-12-02,52.0,-1.0,0.0,0.0,4,-1
2021-12-03,2.0,-1.0,3.0,-1.0,1,-1
2021-12-04,-14.0,1.0,,,1,-1
2021-12-05,6.0,-1.0,,,0,0
2021-12-06,2.0,-1.0,0.0,0.0,4,-1
2021-12-07,34.0,-1.0,6.0,-1.0,2,-1
2021-12-08,20.0,-1.0,5.0,-1.0,8,-1
2021-12-09,24.0,-1.0,8.0,-1.0,7,-1
2021-12-10,32.0,-1.0,-2.0,1.0,5,-1
2021-12-11,-4.0,1.0,,,3,-1
2021-12-12,2.0,-1.0,,,1,-1
2021-12-13,18.0,-1.0,6.0,-1.0,5,-1
2021-12-14,10.0,-1.0,-5.0,1.0,11,-1
2021-12-15,20.0,-1.0,3.0,-1.0,6,-1
2021-12-16,34.0,-1.0,-2.0,1.0,7,-1
2021-12-17,-8.0,1.0,9.0,-1.0,0,0
2021-12-18,-2.0,1.0,,,1,-1
2021-12-19,6.0,-1.0,,,1,-1
2021-12-20,0.0,0.0,1.0,-1.0,2,-1
2021-12-21,36.0,-1.0,-4.0,1.0,2,-1
2021-12-22,30.0,-1.0,3.0,-1.0,4,-1
2021-12-23,26.0,-1.0,4.0,-1.0,3,-1
2021-12-24,26.0,-1.0,5.0,-1.0,0,0
2021-12-25,0.0,0.0,,,2,-1
2021-12-26,0.0,0.0,,,0,0
2021-12-27,14.0,-1.0,-1.0,1.0,1,-1
2021-12-28,34.0,-1.0,4.0,-1.0,0,0
2021-12-29,24.0,-1.0,3.0,-1.0,6,-1
2021-12-30,12.0,-1.0,5.0,-1.0,9,-1
2021-12-31,10.0,-1.0,,,2,-1
2022-01-01,-2.0,1.0,,,3,-1
2022-01-02,4.0,-1.0,,,0,0
2022-01-03,24.0,-1.0,5.0,-1.0,4,-1
2022-01-04,32.0,-1.0,6.0,-1.0,-10,1
2022-01-05,40.0,-1.0,2.0,-1.0,1,-1
2022-01-06,10.0,-1.0,0.0,0.0,3,-1
2022-01-07,16.0,-1.0,0.0,0.0,7,-1
2022-01-08,12.0,-1.0,,,-1,1
2022-01-09,-2.0,1.0,,,1,-1
2022-01-10,52.0,-1.0,5.0,-1.0,4,-1
2022-01-11,22.0,-1.0,1.0,-1.0,1,-1
2022-01-12,26.0,-1.0,7.0,-1.0,-2,1
2022-01-13,48.0,-1.0,5.0,-1.0,6,-1
2022-01-14,36.0,-1.0,1.0,-1.0,11,-1
2022-01-15,10.0,-1.0,,,2,-1
2022-01-16,4.0,-1.0,,,1,-1
2022-01-17,14.0,-1.0,6.0,-1.0,4,-1
2022-01-18,18.0,-1.0,1.0,-1.0,5,-1
2022-01-19,24.0,-1.0,-3.0,1.0,3,-1
2022-01-20,2.0,-1.0,-3.0,1.0,2,-1
2022-01-21,-16.0,1.0,3.0,-1.0,-6,1
2022-01-22,-6.0,1.0,,,2,-1
2022-01-23,4.0,-1.0,,,5,-1
2022-01-24,4.0,-1.0,0.0,0.0,2,-1
2022-01-25,-6.0,1.0,-1.0,1.0,-7,1
2022-01-26,18.0,-1.0,0.0,0.0,9,-1
2022-01-27,26.0,-1.0,,,0,0
2022-01-28,4.0,-1.0,,,0,0
2022-01-29,0.0,0.0,,,-1,1
2022-01-30,2.0,-1.0,,,-2,1
2022-01-31,0.0,0.0,,,1,-1
2022-02-01,12.0,-1.0,,,1,-1
2022-02-02,2.0,-1.0,,,1,-1
2022-02-03,6.0,-1.0,,,0,0
2022-02-04,12.0,-1.0,,,-1,1
2022-02-05,4.0,-1.0,,,2,-1
2022-02-06,2.0,-1.0,,,2,-1
2022-02-07,44.0,-1.0,5.0,-1.0,4,-1
2022-02-08,24.0,-1.0,2.0,-1.0,1,-1
2022-02-09,18.0,-1.0,10.0,-1.0,5,-1
2022-02-10,40.0,-1.0,5.0,-1.0,7,-1
2022-02-11,24.0,-1.0,6.0,-1.0,5,-1
2022-02-12,12.0,-1.0,,,1,-1
2022-02-13,6.0,-1.0,,,3,-1
2022-02-14,30.0,-1.0,2.0,-1.0,0,0
2022-02-15,20.0,-1.0,1.0,-1.0,6,-1
2022-02-16,20.0,-1.0,4.0,-1.0,3,-1
2022-02-17,32.0,-1.0,-1.0,1.0,5,-1
2022-02-18,4.0,-1.0,-2.0,1.0,3,-1
2022-02-19,12.0,-1.0,,,0,0
2022-02-20,4.0,-1.0,,,-2,1
2022-02-21,20.0,-1.0,3.0,-1.0,4,-1
2022-02-22,0.0,0.0,4.0,-1.0,-2,1
2022-02-23,36.0,-1.0,7.0,-1.0,0,0
2022-02-24,10.0,-1.0,5.0,-1.0,-1,1
2022-02-25,32.0,-1.0,-1.0,1.0,5,-1
2022-02-26,12.0,-1.0,,,3,-1
2022-02-27,8.0,-1.0,,,0,0
2022-02-28,-2.0,1.0,,,-1,1
2022-03-01,16.0,-1.0,0.0,0.0,1,-1
2022-03-02,48.0,-1.0,3.0,-1.0,1,-1
2022-03-03,10.0,-1.0,0.0,0.0,4,-1
2022-03-04,6.0,-1.0,0.0,0.0,2,-1
2022-03-05,4.0,-1.0,,,0,0
2022-03-06,0.0,0.0,,,2,-1
2022-03-07,-24.0,1.0,4.0,-1.0,6,-1
2022-03-08,14.0,-1.0,1.0,-1.0,-1,1
2022-03-09,50.0,-1.0,5.0,-1.0,-1,1
2022-03-10,38.0,-1.0,-3.0,1.0,4,-1
2022-03-11,18.0,-1.0,-2.0,1.0,1,-1
2022-03-12,6.0,-1.0,,,1,-1
2022-03-13,4.0,-1.0,,,-2,1
2022-03-14,28.0,-1.0,7.0,-1.0,2,-1
2022-03-15,2.0,-1.0,3.0,-1.0,5,-1
2022-03-16,22.0,-1.0,-2.0,1.0,-8,1
2022-03-17,28.0,-1.0,-4.0,1.0,2,-1
2022-03-18,34.0,-1.0,5.0,-1.0,1,-1
2022-03-19,6.0,-1.0,,,2,-1
2022-03-20,12.0,-1.0,,,2,-1
2022-03-21,20.0,-1.0,0.0,0.0,6,-1
2022-03-22,32.0,-1.0,-2.0,1.0,5,-1
2022-03-23,34.0,-1.0,0.0,0.0,1,-1
2022-03-24,24.0,-1.0,1.0,-1.0,4,-1
2022-03-25,20.0,-1.0,1.0,-1.0,3,-1
2022-03-26,4.0,-1.0,,,-1,1
2022-03-27,8.0,-1.0,,,2,-1
2022-03-28,8.0,-1.0,-2.0,1.0,-2,1
2022-03-29,0.0,0.0,1.0,-1.0,8,-1
2022-03-30,18.0,-1.0,-4.0,1.0,14,-1
2022-03-31,24.0,-1.0,2.0,-1.0,3,-1
2022-04-01,6.0,-1.0,0.0,0.0,2,-1
2022-04-02,-6.0,1.0,,,0,0
2022-04-03,-4.0,1.0,,,0,0
2022-04-04,0.0,0.0,,,2,-1
2022-04-05,10.0,-1.0,,,3,-1
2022-04-06,24.0,-1.0,-3.0,1.0,2,-1
2022-04-07,8.0,-1.0,-2.0,1.0,2,-1
2022-04-08,6.0,-1.0,3.0,-1.0,3,-1
2022-04-09,-10.0,1.0,,,1,-1
2022-04-10,6.0,-1.0,,,1,-1
2022-04-11,14.0,-1.0,-2.0,1.0,2,-1
2022-04-12,32.0,-1.0,-3.0,1.0,-1,1
2022-04-13,4.0,-1.0,9.0,-1.0,2,-1
2022-04-14,18.0,-1.0,3.0,-1.0,2,-1
2022-04-15,0.0,0.0,6.0,-1.0,-1,1
2022-04-16,2.0,-1.0,,,-3,1
2022-04-17,4.0,-1.0,,,-1,1
2022-04-18,6.0,-1.0,1.0,-1.0,2,-1
2022-04-19,32.0,-1.0,6.0,-1.0,0,0
2022-04-20,28.0,-1.0,1.0,-1.0,-2,1
2022-04-21,2.0,-1.0,-2.0,1.0,1,-1
2022-04-22,20.0,-1.0,0.0,0.0,1,-1
2022-04-23,0.0,0.0,,,-7,1
2022-04-24,6.0,-1.0,,,0,0
2022-04-25,-10.0,1.0,-4.0,1.0,2,-1
2022-04-26,36.0,-1.0,-5.0,1.0,6,-1
2022-04-27,30.0,-1.0,4.0,-1.0,7,-1
2022-04-28,58.0,-1.0,13.0,-1.0,4,-1
2022-04-29,2.0,-1.0,8.0,-1.0,0,0
2022-04-30,0.0,0.0,,,1,-1
2022-05-01,-2.0,1.0,,,1,-1
2022-05-02,-2.0,1.0,,,-1,1
2022-05-03,12.0,-1.0,5.0,-1.0,0,0
2022-05-04,28.0,-1.0,-2.0,1.0,2,-1
2022-05-05,34.0,-1.0,1.0,-1.0,4,-1
2022-05-06,-12.0,1.0,4.0,-1.0,2,-1
2022-05-07,12.0,-1.0,,,3,-1
2022-05-08,12.0,-1.0,,,1,-1
2022-05-09,8.0,-1.0,-3.0,1.0,-4,1
2022-05-10,10.0,-1.0,-7.0,1.0,-6,1
2022-05-11,22.0,-1.0,-3.0,1.0,-10,1
2022-05-12,2.0,-1.0,1.0,-1.0,-8,1
2022-05-13,2.0,-1.0,-3.0,1.0,-12,1
2022-05-14,10.0,-1.0,,,-3,1
2022-05-15,-2.0,1.0,,,-1,1
2022-05-16,28.0,-1.0,6.0,-1.0,0,0
2022-05-17,40.0,-1.0,3.0,-1.0,2,-1
2022-05-18,36.0,-1.0,7.0,-1.0,5,-1
2022-05-19,-44.0,1.0,-5.0,1.0,-2,1
2022-05-20,28.0,-1.0,2.0,-1.0,2,-1
2022-05-21,-8.0,1.0,,,1,-1
2022-05-22,12.0,-1.0,,,0,0
2022-05-23,12.0,-1.0,-4.0,1.0,6,-1
2022-05-24,0.0,0.0,-3.0,1.0,1,-1
2022-05-25,16.0,-1.0,0.0,0.0,1,-1
2022-05-26,30.0,-1.0,2.0,-1.0,0,0
2022-05-27,26.0,-1.0,-4.0,1.0,1,-1
2022-05-28,-2.0,1.0,,,0,0
2022-05-29,2.0,-1.0,,,0,0
2022-05-30,46.0,-1.0,3.0,-1.0,3,-1
2022-05-31,44.0,-1.0,5.0,-1.0,0,0
2022-06-01,16.0,-1.0,2.0,-1.0,2,-1
2022-06-02,26.0,-1.0,3.0,-1.0,2,-1
2022-06-03,14.0,-1.0,,,0,0
2022-06-04,8.0,-1.0,,,0,0
2022-06-05,2.0,-1.0,,,2,-1
2022-06-06,24.0,-1.0,2.0,-1.0,4,-1
2022-06-07,12.0,-1.0,2.0,-1.0,5,-1
2022-06-08,44.0,-1.0,2.0,-1.0,0,0
2022-06-09,36.0,-1.0,5.0,-1.0,3,-1
2022-06-10,12.0,-1.0,-7.0,1.0,4,-1
2022-06-11,8.0,-1.0,,,-1,1
2022-06-12,10.0,-1.0,,,2,-1
2022-06-13,-28.0,1.0,-4.0,1.0,-2,1
2022-06-14,14.0,-1.0,-3.0,1.0,1,-1
2022-06-15,-20.0,1.0,-6.0,1.0,1,-1
2022-06-16,10.0,-1.0,-5.0,1.0,-2,1
2022-06-17,-8.0,1.0,1.0,-1.0,3,-1
2022-06-18,-14.0,1.0,,,-1,1
2022-06-19,0.0,0.0,,,2,-1
2022-06-20,-4.0,1.0,-6.0,1.0,1,-1
2022-06-21,4.0,-1.0,-3.0,1.0,-3,1
2022-06-22,-6.0,1.0,-2.0,1.0,4,-1
2022-06-23,20.0,-1.0,-13.0,1.0,-1,1
2022-06-24,2.0,-1.0,-7.0,1.0,-1,1
2022-06-25,-18.0,1.0,,,5,-1
2022-06-26,8.0,-1.0,,,2,-1
2022-06-27,10.0,-1.0,1.0,-1.0,1,-1
2022-06-28,24.0,-1.0,0.0,0.0,3,-1
2022-06-29,10.0,-1.0,1.0,-1.0,0,0
2022-06-30,-8.0,1.0,-7.0,1.0,-2,1
2022-07-01,-32.0,1.0,-22.0,1.0,6,-1
2022-07-02,-8.0,1.0,,,0,0
2022-07-03,0.0,0.0,,,0,0
2022-07-04,16.0,-1.0,-5.0,1.0,-5,1
2022-07-05,2.0,-1.0,4.0,-1.0,0,0
2022-07-06,-12.0,1.0,-14.0,1.0,-2,1
2022-07-07,20.0,-1.0,-7.0,1.0,2,-1
2022-07-08,34.0,-1.0,4.0,-1.0,5,-1
2022-07-09,-12.0,1.0,,,1,-1
2022-07-10,-2.0,1.0,,,0,0
2022-07-11,-4.0,1.0,1.0,-1.0,1,-1
2022-07-12,-28.0,1.0,-8.0,1.0,0,0
2022-07-13,0.0,0.0,2.0,-1.0,1,-1
2022-07-14,-2.0,1.0,4.0,-1.0,10,-1
2022-07-15,20.0,-1.0,2.0,-1.0,5,-1
2022-07-16,12.0,-1.0,,,-1,1
2022-07-17,-2.0,1.0,,,2,-1
2022-07-18,6.0,-1.0,1.0,-1.0,3,-1
2022-07-19,-4.0,1.0,-4.0,1.0,5,-1
2022-07-20,36.0,-1.0,-5.0,1.0,-3,1
2022-07-21,38.0,-1.0,0.0,0.0,-2,1
2022-07-22,-8.0,1.0,-5.0,1.0,0,0
2022-07-23,2.0,-1.0,,,2,-1
2022-07-24,6.0,-1.0,,,0,0
2022-07-25,12.0,-1.0,2.0,-1.0,4,-1
2022-07-26,12.0,-1.0,1.0,-1.0,4,-1
2022-07-27,22.0,-1.0,1.0,-1.0,-3,1
2022-07-28,18.0,-1.0,0.0,0.0,5,-1
2022-07-29,2.0,-1.0,3.0,-1.0,-2,1
2022-07-30,6.0,-1.0,,,1,-1
2022-07-31,6.0,-1.0,,,2,-1
2022-08-01,10.0,-1.0,8.0,-1.0,1,-1
2022-08-02,4.0,-1.0,-4.0,1.0,6,-1
2022-08-03,14.0,-1.0,0.0,0.0,7,-1
2022-08-04,34.0,-1.0,0.0,0.0,2,-1
2022-08-05,2.0,-1.0,-4.0,1.0,3,-1
2022-08-06,12.0,-1.0,,,4,-1
2022-08-07,-10.0,1.0,,,-1,1
2022-08-08,26.0,-1.0,5.0,-1.0,3,-1
2022-08-09,18.0,-1.0,4.0,-1.0,1,-1
2022-08-10,10.0,-1.0,-3.0,1.0,3,-1
2022-08-11,18.0,-1.0,4.0,-1.0,4,-1
2022-08-12,22.0,-1.0,-3.0,1.0,1,-1
2022-08-13,10.0,-1.0,,,4,-1
2022-08-14,6.0,-1.0,,,3,-1
2022-08-15,2.0,-1.0,-5.0,1.0,-4,1
2022-08-16,6.0,-1.0,2.0,-1.0,1,-1
2022-08-17,12.0,-1.0,-2.0,1.0,4,-1
2022-08-18,2.0,-1.0,-3.0,1.0,5,-1
2022-08-19,18.0,-1.0,4.0,-1.0,2,-1
2022-08-20,4.0,-1.0,,,1,-1
2022-08-21,0.0,0.0,,,0,0
2022-08-22,-4.0,1.0,-4.0,1.0,3,-1
2022-08-23,-10.0,1.0,-4.0,1.0,2,-1
2022-08-24,-6.0,1.0,3.0,-1.0,1,-1
2022-08-25,26.0,-1.0,4.0,-1.0,-1,1
2022-08-26,12.0,-1.0,5.0,-1.0,8,-1
2022-08-27,-2.0,1.0,,,-2,1
2022-08-28,4.0,-1.0,,,1,-1
2022-08-29,-28.0,1.0,2.0,-1.0,-6,1
2022-08-30,2.0,-1.0,-3.0,1.0,3,-1
2022-08-31,-8.0,1.0,-5.0,1.0,3,-1
2022-09-01,-8.0,1.0,-5.0,1.0,1,-1
2022-09-02,-10.0,1.0,-8.0,1.0,0,0
2022-09-03,-2.0,1.0,,,-1,1
2022-09-04,8.0,-1.0,,,2,-1
2022-09-05,10.0,-1.0,-1.0,1.0,1,-1
2022-09-06,10.0,-1.0,-1.0,1.0,-1,1
2022-09-07,-2.0,1.0,-2.0,1.0,0,0
2022-09-08,20.0,-1.0,-9.0,1.0,0,0
2022-09-09,2.0,-1.0,,,1,-1
2022-09-10,4.0,-1.0,,,6,-1
2022-09-11,0.0,0.0,,,5,-1
2022-09-12,24.0,-1.0,7.0,-1.0,1,-1
2022-09-13,16.0,-1.0,2.0,-1.0,4,-1
2022-09-14,-12.0,1.0,-4.0,1.0,0,0
2022-09-15,0.0,0.0,-2.0,1.0,0,0
2022-09-16,-34.0,1.0,-4.0,1.0,-2,1
2022-09-17,-6.0,1.0,,,0,0
2022-09-18,6.0,-1.0,,,2,-1
2022-09-19,-24.0,1.0,-3.0,1.0,-2,1
2022-09-20,0.0,0.0,-5.0,1.0,2,-1
2022-09-21,2.0,-1.0,0.0,0.0,1,-1
2022-09-22,-4.0,1.0,-3.0,1.0,0,0
2022-09-23,-6.0,1.0,-3.0,1.0,-1,1
2022-09-24,-4.0,1.0,,,1,-1
2022-09-25,2.0,-1.0,,,-3,1
2022-09-26,-12.0,1.0,-13.0,1.0,-4,1
