日期,鉅亨_每日原始總分,鉅亨_左側情緒分類,兆豐_每日原始總分,兆豐_左側情緒分類,PTT_每日原始總分,PTT_左側情緒分類
2024-02-20,36.0,-1.0,11.0,-1.0,4,-1
2024-02-21,14.0,-1.0,5.0,-1.0,3,-1
2024-02-22,34.0,-1.0,2.0,-1.0,3,-1
2024-02-23,34.0,-1.0,8.0,-1.0,3,-1
2024-02-24,4.0,-1.0,,,2,-1
2024-02-25,0.0,0.0,,,3,-1
2024-02-26,54.0,-1.0,1.0,-1.0,1,-1
2024-02-27,44.0,-1.0,-2.0,1.0,0,0
2024-02-28,10.0,-1.0,,,0,0
2024-02-29,44.0,-1.0,-6.0,1.0,0,0
2024-03-01,28.0,-1.0,-1.0,1.0,2,-1
2024-03-02,6.0,-1.0,,,2,-1
2024-03-03,6.0,-1.0,,,-1,1
2024-03-04,14.0,-1.0,6.0,-1.0,5,-1
2024-03-05,28.0,-1.0,10.0,-1.0,6,-1
2024-03-06,56.0,-1.0,-2.0,1.0,-1,1
2024-03-07,54.0,-1.0,7.0,-1.0,5,-1
2024-03-08,34.0,-1.0,2.0,-1.0,1,-1
2024-03-09,-4.0,1.0,,,-1,1
2024-03-10,4.0,-1.0,,,2,-1
2024-03-11,28.0,-1.0,4.0,-1.0,1,-1
2024-03-12,66.0,-1.0,7.0,-1.0,1,-1
2024-03-13,64.0,-1.0,8.0,-1.0,2,-1
2024-03-14,44.0,-1.0,5.0,-1.0,2,-1
2024-03-15,56.0,-1.0,-4.0,1.0,2,-1
2024-03-16,2.0,-1.0,,,1,-1
2024-03-17,0.0,0.0,,,-5,1
2024-03-18,26.0,-1.0,4.0,-1.0,-1,1
2024-03-19,30.0,-1.0,8.0,-1.0,0,0
2024-03-20,38.0,-1.0,2.0,-1.0,-5,1
2024-03-21,48.0,-1.0,5.0,-1.0,6,-1
2024-03-22,24.0,-1.0,8.0,-1.0,0,0
2024-03-23,4.0,-1.0,,,1,-1
2024-03-24,0.0,0.0,,,-1,1
2024-03-25,18.0,-1.0,4.0,-1.0,2,-1
2024-03-26,22.0,-1.0,6.0,-1.0,1,-1
2024-03-27,32.0,-1.0,-3.0,1.0,1,-1
2024-03-28,44.0,-1.0,2.0,-1.0,3,-1
2024-03-29,24.0,-1.0,2.0,-1.0,4,-1
2024-03-30,6.0,-1.0,,,-1,1
2024-03-31,0.0,0.0,,,2,-1
2024-04-01,20.0,-1.0,4.0,-1.0,-2,1
2024-04-02,42.0,-1.0,-2.0,1.0,10,-1
2024-04-03,30.0,-1.0,1.0,-1.0,0,0
2024-04-04,12.0,-1.0,,,0,0
2024-04-05,20.0,-1.0,,,0,0
2024-04-06,10.0,-1.0,,,1,-1
2024-04-07,6.0,-1.0,,,0,0
2024-04-08,48.0,-1.0,16.0,-1.0,1,-1
2024-04-09,50.0,-1.0,12.0,-1.0,4,-1
2024-04-10,96.0,-1.0,-1.0,1.0,2,-1
2024-04-11,44.0,-1.0,3.0,-1.0,1,-1
2024-04-12,24.0,-1.0,-5.0,1.0,-1,1
2024-04-13,14.0,-1.0,,,0,0
2024-04-14,4.0,-1.0,,,0,0
2024-04-15,12.0,-1.0,3.0,-1.0,1,-1
2024-04-16,10.0,-1.0,-2.0,1.0,2,-1
2024-04-17,8.0,-1.0,3.0,-1.0,1,-1
2024-04-18,24.0,-1.0,1.0,-1.0,1,-1
2024-04-19,4.0,-1.0,0.0,0.0,-3,1
2024-04-20,-2.0,1.0,,,-6,1
2024-04-21,2.0,-1.0,,,-2,1
2024-04-22,14.0,-1.0,-2.0,1.0,3,-1
2024-04-23,46.0,-1.0,5.0,-1.0,1,-1
2024-04-24,48.0,-1.0,7.0,-1.0,4,-1
2024-04-25,44.0,-1.0,3.0,-1.0,3,-1
2024-04-26,42.0,-1.0,3.0,-1.0,2,-1
2024-04-27,-6.0,1.0,,,0,0
2024-04-28,4.0,-1.0,,,0,0
2024-04-29,0.0,0.0,11.0,-1.0,2,-1
2024-04-30,54.0,-1.0,2.0,-1.0,1,-1
2024-05-01,2.0,-1.0,,,2,-1
2024-05-02,28.0,-1.0,-4.0,1.0,3,-1
2024-05-03,26.0,-1.0,5.0,-1.0,4,-1
2024-05-04,6.0,-1.0,,,0,0
2024-05-05,2.0,-1.0,,,0,0
2024-05-06,58.0,-1.0,0.0,0.0,1,-1
2024-05-07,70.0,-1.0,5.0,-1.0,2,-1
2024-05-08,12.0,-1.0,-3.0,1.0,0,0
2024-05-09,44.0,-1.0,1.0,-1.0,8,-1
2024-05-10,86.0,-1.0,10.0,-1.0,6,-1
2024-05-11,4.0,-1.0,,,3,-1
2024-05-12,6.0,-1.0,,,5,-1
2024-05-13,60.0,-1.0,7.0,-1.0,7,-1
2024-05-14,70.0,-1.0,3.0,-1.0,10,-1
2024-05-15,40.0,-1.0,-5.0,1.0,9,-1
2024-05-16,58.0,-1.0,-2.0,1.0,7,-1
2024-05-17,30.0,-1.0,1.0,-1.0,3,-1
2024-05-18,12.0,-1.0,,,0,0
2024-05-19,4.0,-1.0,,,2,-1
2024-05-20,14.0,-1.0,4.0,-1.0,3,-1
2024-05-21,32.0,-1.0,6.0,-1.0,0,0
2024-05-22,24.0,-1.0,0.0,0.0,0,0
2024-05-23,34.0,-1.0,4.0,-1.0,1,-1
2024-05-24,26.0,-1.0,-1.0,1.0,1,-1
2024-05-25,8.0,-1.0,,,-1,1
2024-05-26,-2.0,1.0,,,-1,1
2024-05-27,30.0,-1.0,-2.0,1.0,3,-1
2024-05-28,32.0,-1.0,5.0,-1.0,3,-1
2024-05-29,30.0,-1.0,0.0,0.0,1,-1
2024-05-30,12.0,-1.0,-1.0,1.0,-1,1
2024-05-31,24.0,-1.0,-1.0,1.0,4,-1
2024-06-01,4.0,-1.0,,,1,-1
2024-06-02,6.0,-1.0,,,0,0
2024-06-03,30.0,-1.0,4.0,-1.0,-1,1
2024-06-04,14.0,-1.0,0.0,0.0,1,-1
2024-06-05,26.0,-1.0,-7.0,1.0,1,-1
2024-06-06,38.0,-1.0,7.0,-1.0,5,-1
2024-06-07,24.0,-1.0,13.0,-1.0,38,-1
2024-06-08,-2.0,1.0,,,24,-1
2024-06-09,-4.0,1.0,,,13,-1
2024-06-10,0.0,0.0,,,6,-1
2024-06-11,26.0,-1.0,2.0,-1.0,7,-1
2024-06-12,56.0,-1.0,-1.0,1.0,6,-1
2024-06-13,32.0,-1.0,5.0,-1.0,8,-1
2024-06-14,30.0,-1.0,2.0,-1.0,3,-1
2024-06-15,4.0,-1.0,,,0,0
2024-06-16,4.0,-1.0,,,3,-1
2024-06-17,22.0,-1.0,3.0,-1.0,-2,1
2024-06-18,10.0,-1.0,10.0,-1.0,2,-1
2024-06-19,20.0,-1.0,5.0,-1.0,-5,1
2024-06-20,20.0,-1.0,3.0,-1.0,2,-1
2024-06-21,4.0,-1.0,1.0,-1.0,-1,1
2024-06-22,6.0,-1.0,,,0,0
2024-06-23,2.0,-1.0,,,2,-1
2024-06-24,16.0,-1.0,-2.0,1.0,1,-1
2024-06-25,4.0,-1.0,-3.0,1.0,1,-1
2024-06-26,8.0,-1.0,-2.0,1.0,4,-1
2024-06-27,26.0,-1.0,-1.0,1.0,1,-1
2024-06-28,20.0,-1.0,4.0,-1.0,6,-1
2024-06-29,6.0,-1.0,,,4,-1
2024-06-30,0.0,0.0,,,5,-1
2024-07-01,20.0,-1.0,-1.0,1.0,9,-1
2024-07-02,16.0,-1.0,-1.0,1.0,0,0
2024-07-03,26.0,-1.0,0.0,0.0,2,-1
2024-07-04,14.0,-1.0,8.0,-1.0,3,-1
2024-07-05,18.0,-1.0,11.0,-1.0,4,-1
2024-07-06,12.0,-1.0,,,-1,1
2024-07-07,2.0,-1.0,,,4,-1
2024-07-08,50.0,-1.0,16.0,-1.0,1,-1
2024-07-09,42.0,-1.0,-4.0,1.0,7,-1
2024-07-10,32.0,-1.0,-1.0,1.0,3,-1
2024-07-11,28.0,-1.0,0.0,0.0,5,-1
2024-07-12,24.0,-1.0,4.0,-1.0,0,0
2024-07-13,0.0,0.0,,,1,-1
2024-07-14,8.0,-1.0,,,0,0
2024-07-15,50.0,-1.0,3.0,-1.0,-1,1
2024-07-16,32.0,-1.0,1.0,-1.0,6,-1
2024-07-17,32.0,-1.0,0.0,0.0,3,-1
2024-07-18,32.0,-1.0,0.0,0.0,1,-1
2024-07-19,22.0,-1.0,-2.0,1.0,3,-1
2024-07-20,0.0,0.0,,,-1,1
2024-07-21,6.0,-1.0,,,1,-1
2024-07-22,-8.0,1.0,-6.0,1.0,0,0
2024-07-23,18.0,-1.0,-1.0,1.0,6,-1
2024-07-24,10.0,-1.0,,,2,-1
2024-07-25,26.0,-1.0,,,0,0
2024-07-26,20.0,-1.0,11.0,-1.0,-8,1
2024-07-27,10.0,-1.0,,,1,-1
2024-07-28,-4.0,1.0,,,-1,1
2024-07-29,10.0,-1.0,3.0,-1.0,-1,1
2024-07-30,50.0,-1.0,2.0,-1.0,4,-1
2024-07-31,44.0,-1.0,5.0,-1.0,2,-1
2024-08-01,36.0,-1.0,15.0,-1.0,4,-1
2024-08-02,-32.0,1.0,-11.0,1.0,-7,1
2024-08-03,-10.0,1.0,,,-3,1
2024-08-04,-2.0,1.0,,,0,0
2024-08-05,-32.0,1.0,-12.0,1.0,-10,1
2024-08-06,2.0,-1.0,-6.0,1.0,5,-1
2024-08-07,44.0,-1.0,6.0,-1.0,8,-1
2024-08-08,20.0,-1.0,3.0,-1.0,2,-1
2024-08-09,14.0,-1.0,7.0,-1.0,4,-1
2024-08-10,4.0,-1.0,,,6,-1
2024-08-11,8.0,-1.0,,,2,-1
2024-08-12,42.0,-1.0,3.0,-1.0,6,-1
2024-08-13,48.0,-1.0,6.0,-1.0,4,-1
2024-08-14,26.0,-1.0,6.0,-1.0,7,-1
2024-08-15,58.0,-1.0,-2.0,1.0,-1,1
2024-08-16,10.0,-1.0,10.0,-1.0,1,-1
2024-08-17,8.0,-1.0,,,12,-1
2024-08-18,6.0,-1.0,,,10,-1
2024-08-19,32.0,-1.0,-7.0,1.0,8,-1
2024-08-20,40.0,-1.0,3.0,-1.0,-2,1
2024-08-21,8.0,-1.0,5.0,-1.0,3,-1
2024-08-22,12.0,-1.0,2.0,-1.0,-1,1
2024-08-23,22.0,-1.0,-3.0,1.0,1,-1
2024-08-24,8.0,-1.0,,,8,-1
2024-08-25,-2.0,1.0,,,-4,1
2024-08-26,24.0,-1.0,3.0,-1.0,4,-1
2024-08-27,6.0,-1.0,3.0,-1.0,2,-1
2024-08-28,40.0,-1.0,0.0,0.0,0,0
2024-08-29,20.0,-1.0,-8.0,1.0,1,-1
2024-08-30,36.0,-1.0,13.0,-1.0,1,-1
2024-08-31,-2.0,1.0,,,-1,1
2024-09-01,2.0,-1.0,,,1,-1
2024-09-02,8.0,-1.0,6.0,-1.0,2,-1
2024-09-03,8.0,-1.0,1.0,-1.0,1,-1
2024-09-04,-8.0,1.0,-1.0,1.0,-4,1
2024-09-05,10.0,-1.0,-4.0,1.0,-1,1
2024-09-06,16.0,-1.0,-4.0,1.0,2,-1
2024-09-07,-2.0,1.0,,,-1,1
2024-09-08,2.0,-1.0,,,-1,1
2024-09-09,10.0,-1.0,-6.0,1.0,-4,1
2024-09-10,14.0,-1.0,2.0,-1.0,0,0
2024-09-11,14.0,-1.0,-8.0,1.0,4,-1
2024-09-12,48.0,-1.0,5.0,-1.0,2,-1
2024-09-13,24.0,-1.0,0.0,0.0,2,-1
2024-09-14,8.0,-1.0,0.0,0.0,0,0
2024-09-15,2.0,-1.0,,,-2,1
2024-09-16,20.0,-1.0,5.0,-1.0,1,-1
2024-09-17,2.0,-1.0,,,1,-1
2024-09-18,4.0,-1.0,3.0,-1.0,2,-1
2024-09-19,28.0,-1.0,6.0,-1.0,3,-1
2024-09-20,22.0,-1.0,4.0,-1.0,5,-1
2024-09-21,12.0,-1.0,,,0,0
2024-09-22,6.0,-1.0,,,1,-1
2024-09-23,16.0,-1.0,1.0,-1.0,4,-1
2024-09-24,30.0,-1.0,6.0,-1.0,4,-1
2024-09-25,40.0,-1.0,-2.0,1.0,4,-1
2024-09-26,32.0,-1.0,5.0,-1.0,4,-1
2024-09-27,42.0,-1.0,6.0,-1.0,1,-1
2024-09-28,0.0,0.0,,,5,-1
2024-09-29,2.0,-1.0,,,0,0
2024-09-30,2.0,-1.0,1.0,-1.0,4,-1
2024-10-01,22.0,-1.0,6.0,-1.0,3,-1
2024-10-02,8.0,-1.0,,,-1,1
2024-10-03,14.0,-1.0,,,1,-1
2024-10-04,12.0,-1.0,2.0,-1.0,-2,1
2024-10-05,6.0,-1.0,,,-2,1
2024-10-06,2.0,-1.0,,,1,-1
2024-10-07,30.0,-1.0,6.0,-1.0,6,-1
2024-10-08,24.0,-1.0,1.0,-1.0,-2,1
2024-10-09,26.0,-1.0,-3.0,1.0,0,0
2024-10-10,2.0,-1.0,,,1,-1
2024-10-11,10.0,-1.0,-1.0,1.0,7,-1
2024-10-12,12.0,-1.0,,,6,-1
2024-10-13,2.0,-1.0,,,-4,1
2024-10-14,30.0,-1.0,7.0,-1.0,0,0
2024-10-15,36.0,-1.0,-2.0,1.0,1,-1
2024-10-16,16.0,-1.0,-12.0,1.0,2,-1
2024-10-17,18.0,-1.0,-2.0,1.0,6,-1
2024-10-18,68.0,-1.0,5.0,-1.0,2,-1
2024-10-19,12.0,-1.0,,,3,-1
2024-10-20,2.0,-1.0,,,2,-1
2024-10-21,22.0,-1.0,14.0,-1.0,4,-1
2024-10-22,48.0,-1.0,7.0,-1.0,2,-1
2024-10-23,22.0,-1.0,5.0,-1.0,1,-1
2024-10-24,46.0,-1.0,1.0,-1.0,5,-1
2024-10-25,6.0,-1.0,5.0,-1.0,0,0
2024-10-26,10.0,-1.0,,,0,0
2024-10-27,6.0,-1.0,,,0,0
2024-10-28,-4.0,1.0,2.0,-1.0,1,-1
2024-10-29,40.0,-1.0,0.0,0.0,2,-1
2024-10-30,44.0,-1.0,-5.0,1.0,2,-1
2024-10-31,22.0,-1.0,,,1,-1
2024-11-01,18.0,-1.0,5.0,-1.0,3,-1
2024-11-02,6.0,-1.0,,,1,-1
2024-11-03,0.0,0.0,,,0,0
2024-11-04,16.0,-1.0,5.0,-1.0,0,0
2024-11-05,20.0,-1.0,6.0,-1.0,0,0
2024-11-06,32.0,-1.0,-4.0,1.0,3,-1
2024-11-07,60.0,-1.0,4.0,-1.0,2,-1
2024-11-08,46.0,-1.0,9.0,-1.0,3,-1
2024-11-09,12.0,-1.0,,,1,-1
2024-11-10,0.0,0.0,,,3,-1
2024-11-11,8.0,-1.0,-3.0,1.0,0,0
2024-11-12,8.0,-1.0,-1.0,1.0,3,-1
2024-11-13,34.0,-1.0,-2.0,1.0,4,-1
2024-11-14,20.0,-1.0,-4.0,1.0,3,-1
2024-11-15,28.0,-1.0,0.0,0.0,0,0
2024-11-16,2.0,-1.0,,,1,-1
2024-11-17,8.0,-1.0,,,0,0
2024-11-18,2.0,-1.0,2.0,-1.0,3,-1
2024-11-19,24.0,-1.0,8.0,-1.0,2,-1
2024-11-20,46.0,-1.0,7.0,-1.0,1,-1
2024-11-21,8.0,-1.0,-2.0,1.0,2,-1
2024-11-22,10.0,-1.0,4.0,-1.0,-1,1
2024-11-23,14.0,-1.0,,,0,0
2024-11-24,10.0,-1.0,,,1,-1
2024-11-25,38.0,-1.0,14.0,-1.0,2,-1
2024-11-26,4.0,-1.0,-10.0,1.0,0,0
2024-11-27,16.0,-1.0,-2.0,1.0,0,0
2024-11-28,16.0,-1.0,-5.0,1.0,0,0
2024-11-29,36.0,-1.0,-2.0,1.0,-1,1
2024-11-30,10.0,-1.0,,,-8,1
2024-12-01,4.0,-1.0,,,-3,1
2024-12-02,28.0,-1.0,9.0,-1.0,2,-1
2024-12-03,16.0,-1.0,3.0,-1.0,2,-1
2024-12-04,20.0,-1.0,5.0,-1.0,2,-1
2024-12-05,36.0,-1.0,1.0,-1.0,4,-1
2024-12-06,36.0,-1.0,0.0,0.0,-5,1
2024-12-07,12.0,-1.0,,,2,-1
2024-12-08,8.0,-1.0,,,0,0
2024-12-09,36.0,-1.0,2.0,-1.0,-1,1
2024-12-10,24.0,-1.0,6.0,-1.0,-1,1
2024-12-11,26.0,-1.0,7.0,-1.0,0,0
2024-12-12,36.0,-1.0,8.0,-1.0,1,-1
2024-12-13,24.0,-1.0,-4.0,1.0,5,-1
2024-12-14,12.0,-1.0,,,1,-1
2024-12-15,6.0,-1.0,,,0,0
2024-12-16,8.0,-1.0,2.0,-1.0,0,0
2024-12-17,40.0,-1.0,6.0,-1.0,-2,1
2024-12-18,24.0,-1.0,3.0,-1.0,1,-1
2024-12-19,26.0,-1.0,2.0,-1.0,2,-1
2024-12-20,-12.0,1.0,-1.0,1.0,8,-1
2024-12-21,10.0,-1.0,,,1,-1
2024-12-22,2.0,-1.0,,,2,-1
2024-12-23,32.0,-1.0,12.0,-1.0,2,-1
2024-12-24,28.0,-1.0,1.0,-1.0,0,0
2024-12-25,24.0,-1.0,2.0,-1.0,-1,1
2024-12-26,26.0,-1.0,-1.0,1.0,1,-1
2024-12-27,44.0,-1.0,11.0,-1.0,-1,1
2024-12-28,-2.0,1.0,,,-4,1
2024-12-29,8.0,-1.0,,,-2,1
2024-12-30,12.0,-1.0,-2.0,1.0,2,-1
2024-12-31,40.0,-1.0,-2.0,1.0,0,0
2025-01-01,1.0,-1.0,,,0,0
2025-01-02,4.0,-1.0,1.0,-1.0,1,-1
2025-01-03,20.0,-1.0,7.0,-1.0,2,-1
2025-01-04,3.0,-1.0,,,0,0
2025-01-05,1.0,-1.0,,,1,-1
2025-01-06,14.0,-1.0,4.0,-1.0,5,-1
2025-01-07,13.0,-1.0,6.0,-1.0,1,-1
2025-01-08,25.0,-1.0,5.0,-1.0,2,-1
2025-01-09,4.0,-1.0,-1.0,1.0,3,-1
2025-01-10,27.0,-1.0,1.0,-1.0,0,0
2025-01-11,9.0,-1.0,,,2,-1
2025-01-12,1.0,-1.0,,,1,-1
2025-01-13,1.0,-1.0,3.0,-1.0,-1,1
2025-01-14,13.0,-1.0,3.0,-1.0,2,-1
2025-01-15,17.0,-1.0,-2.0,1.0,-2,1
2025-01-16,26.0,-1.0,4.0,-1.0,0,0
2025-01-17,19.0,-1.0,3.0,-1.0,-1,1
2025-01-18,2.0,-1.0,,,1,-1
2025-01-19,2.0,-1.0,,,2,-1
2025-01-20,5.0,-1.0,8.0,-1.0,0,0
2025-01-21,13.0,-1.0,-1.0,1.0,3,-1
2025-01-22,15.0,-1.0,10.0,-1.0,2,-1
2025-01-23,15.0,-1.0,,,0,0
2025-01-24,5.0,-1.0,,,-3,1
2025-01-25,0.0,0.0,,,0,0
2025-01-26,1.0,-1.0,,,0,0
2025-01-27,-3.0,1.0,,,-4,1
2025-01-28,6.0,-1.0,,,1,-1
2025-01-29,4.0,-1.0,,,1,-1
2025-01-30,4.0,-1.0,,,1,-1
2025-01-31,-1.0,1.0,,,4,-1
2025-02-01,0.0,0.0,,,2,-1
2025-02-02,1.0,-1.0,,,-1,1
2025-02-03,4.0,-1.0,-1.0,1.0,2,-1
2025-02-04,19.0,-1.0,7.0,-1.0,3,-1
2025-02-05,16.0,-1.0,5.0,-1.0,0,0
2025-02-06,37.0,-1.0,1.0,-1.0,2,-1
2025-02-07,24.0,-1.0,3.0,-1.0,3,-1
2025-02-08,7.0,-1.0,,,1,-1
2025-02-09,2.0,-1.0,,,0,0
2025-02-10,13.0,-1.0,8.0,-1.0,3,-1
2025-02-11,25.0,-1.0,6.0,-1.0,3,-1
2025-02-12,10.0,-1.0,0.0,0.0,3,-1
2025-02-13,24.0,-1.0,7.0,-1.0,-1,1
2025-02-14,-1.0,1.0,4.0,-1.0,1,-1
2025-02-15,5.0,-1.0,,,-1,1
2025-02-16,2.0,-1.0,,,3,-1
2025-02-17,17.0,-1.0,13.0,-1.0,-3,1
2025-02-18,12.0,-1.0,9.0,-1.0,0,0
2025-02-19,17.0,-1.0,8.0,-1.0,2,-1
2025-02-20,22.0,-1.0,-5.0,1.0,8,-1
2025-02-21,17.0,-1.0,4.0,-1.0,2,-1
2025-02-22,-1.0,1.0,,,0,0
2025-02-23,3.0,-1.0,,,-1,1
2025-02-24,5.0,-1.0,-6.0,1.0,-1,1
2025-02-25,6.0,-1.0,-2.0,1.0,1,-1
2025-02-26,12.0,-1.0,-2.0,1.0,5,-1
2025-02-27,12.0,-1.0,-2.0,1.0,3,-1
2025-02-28,3.0,-1.0,,,-3,1
2025-03-01,-2.0,1.0,,,0,0
2025-03-02,0.0,0.0,,,-1,1
2025-03-03,12.0,-1.0,-2.0,1.0,2,-1
2025-03-04,-2.0,1.0,-7.0,1.0,3,-1
2025-03-05,13.0,-1.0,-5.0,1.0,0,0
2025-03-06,9.0,-1.0,1.0,-1.0,1,-1
2025-03-07,16.0,-1.0,1.0,-1.0,3,-1
2025-03-08,6.0,-1.0,,,0,0
2025-03-09,2.0,-1.0,,,0,0
2025-03-10,5.0,-1.0,0.0,0.0,4,-1
2025-03-11,-2.0,1.0,-8.0,1.0,-1,1
2025-03-12,15.0,-1.0,-2.0,1.0,2,-1
2025-03-13,8.0,-1.0,2.0,-1.0,4,-1
2025-03-14,15.0,-1.0,-1.0,1.0,4,-1
2025-03-15,2.0,-1.0,0.0,0.0,1,-1
2025-03-16,0.0,0.0,,,-1,1
2025-03-17,3.0,-1.0,-1.0,1.0,0,0
2025-03-18,18.0,-1.0,5.0,-1.0,5,-1
2025-03-19,21.0,-1.0,-1.0,1.0,1,-1
2025-03-20,3.0,-1.0,4.0,-1.0,10,-1
2025-03-21,8.0,-1.0,-5.0,1.0,7,-1
2025-03-22,-3.0,1.0,,,1,-1
2025-03-23,2.0,-1.0,,,1,-1
2025-03-24,20.0,-1.0,-5.0,1.0,1,-1
2025-03-25,10.0,-1.0,2.0,-1.0,2,-1
2025-03-26,5.0,-1.0,7.0,-1.0,1,-1
2025-03-27,6.0,-1.0,-6.0,1.0,0,0
2025-03-28,3.0,-1.0,-2.0,1.0,0,0
2025-03-29,1.0,-1.0,,,1,-1
2025-03-30,0.0,0.0,,,-12,1
2025-03-31,-10.0,1.0,-3.0,1.0,-8,1
2025-04-01,14.0,-1.0,-1.0,1.0,4,-1
2025-04-02,28.0,-1.0,4.0,-1.0,0,0
2025-04-03,-15.0,1.0,,,0,0
2025-04-04,-12.0,1.0,,,-1,1
2025-04-05,7.0,-1.0,,,-13,1
2025-04-06,-4.0,1.0,,,-5,1
2025-04-07,-27.0,1.0,-17.0,1.0,-22,1
2025-04-08,0.0,0.0,2.0,-1.0,-6,1
2025-04-09,-1.0,1.0,0.0,0.0,-7,1
2025-04-10,19.0,-1.0,3.0,-1.0,4,-1
2025-04-11,5.0,-1.0,2.0,-1.0,9,-1
2025-04-12,3.0,-1.0,,,-3,1
2025-04-13,-1.0,1.0,,,2,-1
2025-04-14,2.0,-1.0,4.0,-1.0,1,-1
2025-04-15,6.0,-1.0,-4.0,1.0,0,0
2025-04-16,-2.0,1.0,-5.0,1.0,1,-1
2025-04-17,-5.0,1.0,0.0,0.0,0,0
2025-04-18,5.0,-1.0,4.0,-1.0,2,-1
2025-04-19,0.0,0.0,0.0,0.0,0,0
2025-04-20,0.0,0.0,,,-1,1
2025-04-21,1.0,-1.0,-1.0,1.0,-7,1
2025-04-22,0.0,0.0,-7.0,1.0,-34,1
2025-04-23,17.0,-1.0,4.0,-1.0,8,-1
2025-04-24,5.0,-1.0,-4.0,1.0,-3,1
2025-04-25,4.0,-1.0,6.0,-1.0,-2,1
2025-04-26,2.0,-1.0,,,-6,1
2025-04-27,2.0,-1.0,,,-1,1
2025-04-28,16.0,-1.0,2.0,-1.0,-1,1
2025-04-29,12.0,-1.0,1.0,-1.0,1,-1
2025-04-30,9.0,-1.0,-1.0,1.0,1,-1
2025-05-01,5.0,-1.0,0.0,0.0,-1,1
2025-05-02,18.0,-1.0,0.0,0.0,1,-1
2025-05-03,7.0,-1.0,,,2,-1
2025-05-04,6.0,-1.0,,,-2,1
2025-05-05,6.0,-1.0,-2.0,1.0,-5,1
2025-05-06,2.0,-1.0,-5.0,1.0,3,-1
2025-05-07,-1.0,1.0,1.0,-1.0,-1,1
2025-05-08,24.0,-1.0,-4.0,1.0,0,0
2025-05-09,15.0,-1.0,0.0,0.0,5,-1
2025-05-10,6.0,-1.0,,,1,-1
2025-05-11,1.0,-1.0,,,4,-1
2025-05-12,24.0,-1.0,4.0,-1.0,1,-1
2025-05-13,31.0,-1.0,4.0,-1.0,6,-1
2025-05-14,26.0,-1.0,9.0,-1.0,-2,1
2025-05-15,21.0,-1.0,5.0,-1.0,-1,1
2025-05-16,1.0,-1.0,0.0,0.0,2,-1
2025-05-17,7.0,-1.0,,,0,0
2025-05-18,4.0,-1.0,,,4,-1
2025-05-19,-8.0,1.0,-4.0,1.0,-1,1
2025-05-20,4.0,-1.0,-1.0,1.0,3,-1
2025-05-21,5.0,-1.0,-1.0,1.0,0,0
2025-05-22,5.0,-1.0,-5.0,1.0,0,0
2025-05-23,10.0,-1.0,-6.0,1.0,5,-1
2025-05-24,6.0,-1.0,,,1,-1
2025-05-25,3.0,-1.0,,,1,-1
2025-05-26,14.0,-1.0,4.0,-1.0,1,-1
2025-05-27,5.0,-1.0,-4.0,1.0,1,-1
2025-05-28,19.0,-1.0,2.0,-1.0,0,0
2025-05-29,9.0,-1.0,4.0,-1.0,0,0
2025-05-30,0.0,0.0,,,1,-1
2025-05-31,-2.0,1.0,,,0,0
2025-06-01,,,,,-4,1
2025-06-02,,,-3.0,1.0,0,0
2025-06-03,,,1.0,-1.0,0,0
2025-06-04,,,7.0,-1.0,2,-1
2025-06-05,,,,,12,-1
2025-06-06,,,,,0,0
2025-06-07,,,,,0,0
